date,period,months,accounts_payable,accumulated_amortization_finitelived_intangible_assets,accumulated_depreciation_fixed_assets,accumulated_other_comprehensive_income_loss,accumulated_other_comprehensive_income_loss_derivatives_adjustment,accumulated_other_comprehensive_income_loss_investment_adjustment,acquisition_divestitures_payments,advertising_expense,annual_debt_cashflow,annual_debt_proceeds,annual_debt_repayments,assets,average_shares_outstanding_basic,average_shares_outstanding_diluted,bad_trade_receivables,cash,cash_cash_equivalents,cash_cash_equivalents_restricted_cash_cash_equivalents,cash_equivalents,cashflow,change_accounts_payable,change_current_deferred_revenue,change_current_trade_receivables,change_inventories,change_other_current_assets,change_other_current_liabilities,commercial_paper,common_stock,common_stock_additional_paid_in_capital,common_stock_dividend_payments,comprehensive_income_loss,current_accrued_liabilities,current_accrued_marketing_expenses,current_accrued_taxes,current_assets,current_debt_cashflow,current_debt_securities,current_deferred_revenue,current_employee_related_liabilities,current_liabilities,current_longterm_debt,current_prepaid_expenses,current_securities,current_tax_assets,current_trade_receivables,debt_proceeds,debt_repayments,debt_securities_payments,debt_securities_proceeds,deferred_tax,depreciation,depreciation_depletion_amortization_accretion,derivatives_adjustment,derivatives_gain_loss_before_reclassification_after_tax,derivatives_gain_loss_reclassification_after_tax,dividend_payments,earnings_per_share_basic,earnings_per_share_diluted,equity,financing_cashflow,finished_goods,finitelived_intangible_assets,fixed_assets,fixed_assets_payments,foreign_currency_transaction_translation_adjustment,foreign_currency_transaction_translation_adjustment_tax,foreign_deferred_tax,furniture_fixtures,goodwill,gross_finitelived_intangible_assets,gross_fixed_assets,gross_intangible_assets,gross_profit,infinitelived_intangible_assets,intangible_assets,intangible_assets_amortization,intangible_assets_payments,interest_expense,inventory,investing_cashflow,investment_income,land_buildings,lease_rental_expense,liabilities,liabilities_equity,liquid_assets,local_deferred_tax,machinery_equipment,maturing_securities_proceeds,national_deferred_tax,net_income_loss,noncurrent_accrued_taxes,noncurrent_assets,noncurrent_debt_securities,noncurrent_deferred_revenue,noncurrent_liabilities,noncurrent_longterm_debt,noncurrent_securities,noncurrent_tax_liabilities,nonoperating_income_expense,nontrade_receivables,operating_cashflow,operating_expenses,operating_income_loss,other_comprehensive_income_loss,other_current_accrued_liabilities,other_current_assets,other_current_debt,other_current_debt_proceeds,other_current_debt_repayments,other_current_liabilities,other_financing_cashflow,other_investing_cashflow,other_noncurrent_accrued_liabilities,other_noncurrent_assets,other_noncurrent_liabilities,other_nonoperating_income_expense,other_operating_cashflow,parts_components,pretax_income_loss,product_revenue,product_revenue_cost,quarterly_debt_cashflow,research_development_expense,restricted_cash,restricted_cash_cash_equivalents,retained_earnings_accumulated_deficit,revenue,revenue_cost,securities_adjustment,securities_payments,securities_sales_reclassification,securities_sales_reclassification_tax,securities_unrealized_gain_loss,selling_general_administrative_expense,service_revenue,service_revenue_cost,sharebased_compensation,stock_payments,stock_proceeds,tax_expense_benefit,work_in_progress_raw_materials,debt_cashflow,current_debt,fixed_assets_cashflow,other_current_debt_cashflow,securities_cashflow,stock_cashflow,current_receivables,noncurrent_accrued_liabilities,nonoperating_income,acquisition_divestitures_cashflow,intangible_assets_cashflow,non_operating_expenses,financing_cash_inflow,working_capital,investing_cash_outflow,tax_ratio,interest_burden,net_profit_margin,tax_burden,return_on_equity
2011-06-25,Q3,3,15270000000.0,,3599000000.0,389000000.0,21000000.0,232000000.0,,,,,,106758000000.0,926108000.0,937810000.0,55000000.0,,12091000000.0,,,,854000000.0,578000000.0,304000000.0,-41000000.0,-335000000.0,934000000.0,,12715000000.0,,,7571000000.0,7597000000.0,488000000.0,,46898000000.0,,,3992000000.0,546000000.0,26859000000.0,,701000000.0,16304000000.0,1892000000.0,6102000000.0,,,,,669000000.0,,481000000.0,,,,,7.89,7.79,69343000000.0,37000000.0,,,6749000000.0,777000000.0,,,,172000000.0,741000000.0,,10348000000.0,,11922000000.0,,1169000000.0,,185000000.0,,889000000.0,-15032000000.0,,2028000000.0,,37415000000.0,106758000000.0,28395000000.0,,5789000000.0,6185000000.0,,7308000000.0,,59860000000.0,,1407000000.0,,,47761000000.0,7331000000.0,172000000.0,5369000000.0,11108000000.0,2543000000.0,9379000000.0,,2881000000.0,4251000000.0,,,,,,-22000000.0,1818000000.0,3440000000.0,9149000000.0,,,,9551000000.0,,,,628000000.0,,,56239000000.0,28571000000.0,16649000000.0,,,,,,1915000000.0,,,284000000.0,,83000000.0,2243000000.0,,,,777000000.0,,,,5369000000.0,,,,-185000000.0,,,-16609000000.0,,0.23484451889854466,1.0183388420940398,0.25578383675755134,0.7651554811014554,0.10538915247393392
2011-09-24,FY,12,14632000000.0,437000000.0,3991000000.0,443000000.0,290000000.0,130000000.0,244000000.0,933000000.0,,,,116371000000.0,924258000.0,936645000.0,53000000.0,,9815000000.0,,,,2515000000.0,1654000000.0,-143000000.0,-275000000.0,1391000000.0,4495000000.0,,13331000000.0,,,26411000000.0,9247000000.0,598000000.0,,44988000000.0,,,4091000000.0,590000000.0,27970000000.0,,728000000.0,16137000000.0,2014000000.0,5369000000.0,,,,,2868000000.0,,1814000000.0,,,,,28.05,27.68,76615000000.0,1444000000.0,,3536000000.0,7777000000.0,4260000000.0,,,-167000000.0,184000000.0,896000000.0,3973000000.0,11768000000.0,,43818000000.0,,3536000000.0,192000000.0,3192000000.0,,776000000.0,-40419000000.0,,2059000000.0,338000000.0,39756000000.0,116371000000.0,25952000000.0,37000000.0,6926000000.0,20437000000.0,2998000000.0,25922000000.0,,71383000000.0,,1686000000.0,,,55618000000.0,8159000000.0,415000000.0,6348000000.0,37529000000.0,10028000000.0,33790000000.0,,3641000000.0,4529000000.0,,,,,,259000000.0,1941000000.0,3556000000.0,10100000000.0,,,,34205000000.0,,,,2429000000.0,,,62841000000.0,108249000000.0,64431000000.0,,102317000000.0,,,,7599000000.0,,,1168000000.0,,831000000.0,8283000000.0,,,,4260000000.0,,,,6348000000.0,,,-244000000.0,-3192000000.0,,,-16755000000.0,110013000000.0,0.24215757930127174,1.0122817401598105,0.2394664153941376,0.7578424206987282,0.3383410559289956
2011-09-24,Q4,3,14632000000.0,437000000.0,3991000000.0,443000000.0,290000000.0,130000000.0,,,,,,116371000000.0,1341000.0,957000.0,53000000.0,,9815000000.0,,,,35000000.0,378000000.0,-735000000.0,-113000000.0,-160000000.0,1887000000.0,,13331000000.0,,,6677000000.0,9247000000.0,598000000.0,,44988000000.0,,,4091000000.0,590000000.0,27970000000.0,,728000000.0,16137000000.0,2014000000.0,5369000000.0,,,,,636000000.0,,543000000.0,,,,,7.13,7.05,76615000000.0,431000000.0,,3536000000.0,7777000000.0,1645000000.0,,,,184000000.0,896000000.0,3973000000.0,11768000000.0,,11380000000.0,,3536000000.0,,2926000000.0,,776000000.0,-13136000000.0,,2059000000.0,,39756000000.0,116371000000.0,25952000000.0,,6926000000.0,4041000000.0,,6623000000.0,,71383000000.0,,1686000000.0,,,55618000000.0,8159000000.0,81000000.0,6348000000.0,10429000000.0,2670000000.0,8710000000.0,,3641000000.0,4529000000.0,,,,,,293000000.0,1941000000.0,3556000000.0,10100000000.0,,,,8791000000.0,,,,645000000.0,,,62841000000.0,28270000000.0,16890000000.0,,27184000000.0,,,,2025000000.0,,,298000000.0,,254000000.0,2168000000.0,,,,1645000000.0,,,,6348000000.0,,,,-2926000000.0,,,-16755000000.0,,0.24661585712660675,1.0092996555683122,0.23427661832331093,0.7533841428733933,0.08644521307837891
2011-12-31,Q1,3,18221000000.0,,4524000000.0,384000000.0,223000000.0,144000000.0,,,,,,138681000000.0,931041000.0,941572000.0,78000000.0,,10310000000.0,,,,4314000000.0,1296000000.0,3561000000.0,460000000.0,962000000.0,2472000000.0,,13961000000.0,,,13005000000.0,11500000000.0,591000000.0,,54771000000.0,,,4886000000.0,563000000.0,34607000000.0,,871000000.0,19846000000.0,1937000000.0,8930000000.0,,,,,1456000000.0,,721000000.0,,,,,14.03,13.87,90054000000.0,69000000.0,,,7816000000.0,1321000000.0,,,,200000000.0,896000000.0,,12340000000.0,,20703000000.0,,3472000000.0,,108000000.0,,1236000000.0,-17128000000.0,,2090000000.0,,48627000000.0,138681000000.0,30156000000.0,,7308000000.0,3038000000.0,,13064000000.0,,83910000000.0,,2187000000.0,,,67445000000.0,9725000000.0,137000000.0,7554000000.0,17554000000.0,3363000000.0,17340000000.0,,4605000000.0,4958000000.0,,,,,,34000000.0,2108000000.0,4281000000.0,11833000000.0,,,,17477000000.0,,,,758000000.0,,,75709000000.0,46333000000.0,25630000000.0,,40175000000.0,,,,2605000000.0,,,420000000.0,,91000000.0,4413000000.0,,,,1321000000.0,,,,7554000000.0,,,,-108000000.0,,,-20931000000.0,,0.2525032900383361,1.0079008073817763,0.28195886301340295,0.747496709961664,0.14506851444688743
2012-03-31,Q2,3,17011000000.0,,5094000000.0,524000000.0,105000000.0,393000000.0,,,,,,150934000000.0,933582000.0,944893000.0,83000000.0,,10121000000.0,,,,-1505000000.0,620000000.0,-1898000000.0,-134000000.0,548000000.0,-1694000000.0,,14850000000.0,,,11762000000.0,9778000000.0,561000000.0,,50712000000.0,,,5247000000.0,551000000.0,32036000000.0,,653000000.0,18417000000.0,2253000000.0,7042000000.0,,,,,1459000000.0,,740000000.0,,,,,12.45,12.3,102498000000.0,310000000.0,,,8847000000.0,1457000000.0,9000000.0,,,210000000.0,1141000000.0,,13941000000.0,,18564000000.0,,3604000000.0,,52000000.0,,1102000000.0,-14476000000.0,,2156000000.0,,48436000000.0,150934000000.0,28538000000.0,,8645000000.0,4664000000.0,,11622000000.0,,100222000000.0,,2446000000.0,,,81638000000.0,11704000000.0,148000000.0,6727000000.0,13977000000.0,3180000000.0,15384000000.0,,3943000000.0,5050000000.0,,,,,,14000000.0,2250000000.0,4992000000.0,13954000000.0,,,,15532000000.0,,,,841000000.0,,,87124000000.0,39186000000.0,20622000000.0,249000000.0,44847000000.0,,,,2339000000.0,,,424000000.0,,286000000.0,3910000000.0,,,,1457000000.0,,,,6727000000.0,,,,-52000000.0,,,-18960000000.0,,0.2517383466391965,1.0096203848153926,0.2965855152350329,0.7482616533608035,0.11338757829421062
2012-06-30,Q3,3,16808000000.0,,5718000000.0,532000000.0,201000000.0,396000000.0,0.0,,,,,162896000000.0,936596000.0,947059000.0,94000000.0,,7945000000.0,,,,-359000000.0,659000000.0,615000000.0,20000000.0,1728000000.0,908000000.0,,15573000000.0,,,8832000000.0,10430000000.0,581000000.0,,51943000000.0,,,5822000000.0,765000000.0,33060000000.0,,1300000000.0,19709000000.0,2309000000.0,7657000000.0,,,,,1151000000.0,,835000000.0,,,,,9.42,9.32,111746000000.0,-55000000.0,,,10487000000.0,2056000000.0,-91000000.0,,,228000000.0,1132000000.0,,16205000000.0,,14994000000.0,,4329000000.0,,907000000.0,,1122000000.0,-12310000000.0,,2315000000.0,,51150000000.0,162896000000.0,27654000000.0,,10576000000.0,2642000000.0,,8824000000.0,,110953000000.0,,2530000000.0,,,89567000000.0,13195000000.0,288000000.0,6641000000.0,10189000000.0,3421000000.0,11573000000.0,,4642000000.0,6560000000.0,,,,,,8000000.0,2365000000.0,5438000000.0,15560000000.0,,,,11861000000.0,,,,876000000.0,,,95641000000.0,35023000000.0,20029000000.0,3000000.0,36069000000.0,,,,2545000000.0,,,448000000.0,,56000000.0,3037000000.0,,,,2056000000.0,,,,6641000000.0,,,0.0,-907000000.0,,,-19475000000.0,39032000000.0,0.25604923699519433,1.02488550937527,0.2519487194129572,0.7439507630048057,0.07896479516045317
2012-09-29,FY,12,21175000000.0,1042000000.0,6435000000.0,499000000.0,-240000000.0,731000000.0,350000000.0,1000000000.0,,,,176064000000.0,934818000.0,945355000.0,98000000.0,,10746000000.0,,,,4467000000.0,2824000000.0,5551000000.0,15000000.0,3162000000.0,2552000000.0,,16422000000.0,,2488000000.0,41789000000.0,11414000000.0,910000000.0,,57653000000.0,,,5953000000.0,735000000.0,38542000000.0,,1200000000.0,18383000000.0,2583000000.0,10930000000.0,,,,,4405000000.0,,3277000000.0,,,,,44.64,44.15,118210000000.0,-1698000000.0,,4124000000.0,15452000000.0,8295000000.0,-15000000.0,,-490000000.0,241000000.0,1135000000.0,5266000000.0,21887000000.0,,68662000000.0,,4224000000.0,605000000.0,1107000000.0,,791000000.0,-48227000000.0,,2439000000.0,,57854000000.0,176064000000.0,29129000000.0,-123000000.0,15743000000.0,13035000000.0,5018000000.0,41733000000.0,,118411000000.0,,2648000000.0,,,92122000000.0,13847000000.0,522000000.0,7762000000.0,50856000000.0,13421000000.0,55241000000.0,,5104000000.0,6458000000.0,,,,,,48000000.0,2817000000.0,5478000000.0,16664000000.0,,,,55763000000.0,,,,3381000000.0,,,101289000000.0,156508000000.0,87846000000.0,601000000.0,151232000000.0,,,,10040000000.0,,,1740000000.0,,665000000.0,14030000000.0,,,,8295000000.0,,,,7762000000.0,,,-350000000.0,-1107000000.0,,,-24036000000.0,160984000000.0,0.25160052364471064,1.0094495030864756,0.26665090602397323,0.7483994763552894,0.35304119786820065
2012-09-29,Q4,3,21175000000.0,1042000000.0,6435000000.0,499000000.0,-240000000.0,731000000.0,0.0,,,,,176064000000.0,1146000.0,915000.0,98000000.0,,10746000000.0,,,,2017000000.0,249000000.0,3273000000.0,-331000000.0,-76000000.0,866000000.0,,16422000000.0,,,8190000000.0,11414000000.0,910000000.0,,57653000000.0,,,5953000000.0,735000000.0,38542000000.0,,1200000000.0,18383000000.0,2583000000.0,10930000000.0,,,,,339000000.0,,981000000.0,,,,2500000000.0,8.76,8.67,118210000000.0,-2022000000.0,,4124000000.0,15452000000.0,3461000000.0,73000000.0,,,241000000.0,1135000000.0,5266000000.0,21887000000.0,,14401000000.0,,4224000000.0,,40000000.0,,791000000.0,-4313000000.0,,2439000000.0,,57854000000.0,176064000000.0,29129000000.0,,15743000000.0,2691000000.0,,8223000000.0,,118411000000.0,,2648000000.0,,,92122000000.0,13847000000.0,-51000000.0,7762000000.0,9136000000.0,3457000000.0,10944000000.0,,5104000000.0,6458000000.0,,,,,,-8000000.0,2817000000.0,5478000000.0,16664000000.0,,,,10893000000.0,,,,906000000.0,,,101289000000.0,35966000000.0,21565000000.0,335000000.0,30141000000.0,,,,2551000000.0,,,448000000.0,,232000000.0,2670000000.0,,,,3461000000.0,,,,7762000000.0,,,0.0,-40000000.0,,,-24036000000.0,33642000000.0,0.24511153952079318,0.9953399122807017,0.2286325974531502,0.7548884604792069,0.0695626427544201
2012-12-29,Q1,3,26398000000.0,,7792000000.0,612000000.0,18000000.0,612000000.0,284000000.0,,,,,196088000000.0,938916000.0,947217000.0,119000000.0,,16154000000.0,,,,6145000000.0,1611000000.0,668000000.0,664000000.0,-413000000.0,2373000000.0,,17167000000.0,,2493000000.0,13191000000.0,13207000000.0,815000000.0,,72348000000.0,,,7274000000.0,750000000.0,46879000000.0,,1300000000.0,23666000000.0,2895000000.0,11598000000.0,,,,,1179000000.0,,1588000000.0,,,,2500000000.0,13.93,13.81,127346000000.0,-4497000000.0,,,15422000000.0,2317000000.0,-26000000.0,,,,1381000000.0,,23214000000.0,,21060000000.0,,4462000000.0,,138000000.0,,1455000000.0,-13521000000.0,,2627000000.0,,68742000000.0,196088000000.0,39820000000.0,,16994000000.0,3460000000.0,,13078000000.0,,123740000000.0,,2938000000.0,,,97292000000.0,15654000000.0,462000000.0,9936000000.0,23426000000.0,3850000000.0,17210000000.0,113000000.0,5746000000.0,6644000000.0,,,,,,52000000.0,3271000000.0,5183000000.0,18925000000.0,,,,17672000000.0,,,,1010000000.0,,,109567000000.0,54512000000.0,33452000000.0,-119000000.0,37192000000.0,,,-66000000.0,2840000000.0,,,545000000.0,1950000000.0,76000000.0,4594000000.0,,,,2317000000.0,,,2026000000.0,9936000000.0,,,-284000000.0,-138000000.0,,,-28214000000.0,39931000000.0,0.25995925758261657,1.0268448576409064,0.2399104784267684,0.7400407424173834,0.10269659039153173
2013-03-30,Q2,3,14912000000.0,,9168000000.0,964000000.0,517000000.0,516000000.0,15000000.0,,,,,194743000000.0,939629000.0,946035000.0,99000000.0,,12053000000.0,,,,-10567000000.0,-70000000.0,-4514000000.0,-210000000.0,-856000000.0,1285000000.0,,17954000000.0,,2491000000.0,9899000000.0,13331000000.0,769000000.0,,63337000000.0,,,7265000000.0,792000000.0,35508000000.0,,1000000000.0,27084000000.0,3242000000.0,7084000000.0,,,,,778000000.0,,1692000000.0,,,,2500000000.0,10.16,10.09,135490000000.0,-2248000000.0,,,15026000000.0,2008000000.0,-51000000.0,,,,1400000000.0,,24194000000.0,,16349000000.0,,4136000000.0,,291000000.0,,1245000000.0,-14357000000.0,,2818000000.0,,59253000000.0,194743000000.0,39137000000.0,,17737000000.0,5783000000.0,,9547000000.0,,131406000000.0,,2877000000.0,,,105550000000.0,16481000000.0,347000000.0,6252000000.0,12504000000.0,3791000000.0,12558000000.0,352000000.0,5702000000.0,6377000000.0,,,,,,41000000.0,4387000000.0,5294000000.0,20868000000.0,,,,12905000000.0,,,,1119000000.0,,,116572000000.0,43603000000.0,27254000000.0,-96000000.0,43971000000.0,,,-52000000.0,2672000000.0,,,575000000.0,0.0,199000000.0,3358000000.0,,,,2008000000.0,,,199000000.0,6252000000.0,,,-15000000.0,-291000000.0,,,-20746000000.0,46285000000.0,0.26020922123208057,1.0276317885013537,0.2189528243469486,0.7397907787679194,0.07046276477968853
2013-06-29,Q3,3,15516000000.0,,10562000000.0,-234000000.0,348000000.0,-413000000.0,144000000.0,,,,,199856000000.0,918618000.0,924265000.0,104000000.0,,11248000000.0,,,,-318000000.0,-137000000.0,1755000000.0,452000000.0,785000000.0,-102000000.0,,19024000000.0,,2811000000.0,5702000000.0,13470000000.0,1152000000.0,,68219000000.0,,,7333000000.0,1006000000.0,36319000000.0,,1100000000.0,31358000000.0,3193000000.0,8839000000.0,,,,,567000000.0,,1694000000.0,,,,2789000000.0,7.51,7.47,123354000000.0,-2126000000.0,,,16327000000.0,1885000000.0,-100000000.0,,,,1522000000.0,,26889000000.0,,13024000000.0,,4353000000.0,,131000000.0,,1697000000.0,-6507000000.0,,,,76502000000.0,199856000000.0,42606000000.0,,,4720000000.0,,6900000000.0,,131637000000.0,,2672000000.0,,,104014000000.0,16070000000.0,234000000.0,4614000000.0,7828000000.0,3823000000.0,9201000000.0,-1198000000.0,6050000000.0,7270000000.0,,,,,,95000000.0,4483000000.0,5421000000.0,20553000000.0,,,,9435000000.0,,,,1178000000.0,,,104564000000.0,35323000000.0,22299000000.0,-929000000.0,41518000000.0,46000000.0,,-883000000.0,2645000000.0,,,578000000.0,16000000000.0,60000000.0,2535000000.0,,,,1885000000.0,,,16060000000.0,4614000000.0,,,-144000000.0,-131000000.0,,,-22675000000.0,43678000000.0,0.2686804451510334,1.025432018258885,0.19534014664666083,0.7313195548489666,0.05593657279050537
2013-09-28,FY,12,22367000000.0,2002000000.0,11922000000.0,-471000000.0,-175000000.0,-191000000.0,496000000.0,1100000000.0,,,,207000000000.0,925331000.0,931662000.0,99000000.0,,14259000000.0,,,,2340000000.0,1459000000.0,2172000000.0,973000000.0,-1080000000.0,4521000000.0,,19764000000.0,,10564000000.0,36067000000.0,13856000000.0,1291000000.0,,73286000000.0,,,7435000000.0,959000000.0,43658000000.0,,,26287000000.0,3453000000.0,13102000000.0,16896000000.0,,,,1141000000.0,,6757000000.0,,,,10528000000.0,40.03,39.75,123549000000.0,-16379000000.0,1081000000.0,4079000000.0,16597000000.0,8165000000.0,-112000000.0,35000000.0,-426000000.0,,1577000000.0,,28519000000.0,6181000000.0,64304000000.0,,4179000000.0,960000000.0,911000000.0,136000000.0,1764000000.0,-33774000000.0,1616000000.0,,,83451000000.0,207000000000.0,40546000000.0,-311000000.0,,20317000000.0,1878000000.0,37037000000.0,,133714000000.0,,2625000000.0,,,106215000000.0,16489000000.0,1156000000.0,7539000000.0,53666000000.0,15305000000.0,48999000000.0,-970000000.0,6177000000.0,6882000000.0,,,,,,160000000.0,3719000000.0,5146000000.0,20208000000.0,-324000000.0,,683000000.0,50155000000.0,,,,4475000000.0,,,104256000000.0,170910000000.0,106606000000.0,-922000000.0,148489000000.0,131000000.0,82000000.0,-791000000.0,10830000000.0,,,2253000000.0,22860000000.0,530000000.0,13118000000.0,,,,8165000000.0,,,23390000000.0,7539000000.0,,1616000000.0,-496000000.0,-911000000.0,136000000.0,,-26920000000.0,158061000000.0,0.2615491974877879,1.0235923182105757,0.21670469837926393,0.7384508025122122,0.29977579745687943
2013-09-28,Q4,3,22367000000.0,2002000000.0,11922000000.0,-471000000.0,-175000000.0,-191000000.0,53000000.0,,,,,207000000000.0,-7057000.0,-7510000.0,99000000.0,,14259000000.0,,,,7080000000.0,55000000.0,4263000000.0,67000000.0,-596000000.0,965000000.0,,19764000000.0,,2769000000.0,7275000000.0,13856000000.0,1291000000.0,,73286000000.0,,,7435000000.0,959000000.0,43658000000.0,,,26287000000.0,3453000000.0,13102000000.0,0.0,,,,-1383000000.0,,1783000000.0,,,,2763000000.0,8.31,8.26,123549000000.0,-7508000000.0,1081000000.0,4079000000.0,16597000000.0,1955000000.0,65000000.0,,,,1577000000.0,,28519000000.0,6181000000.0,13871000000.0,,4179000000.0,,351000000.0,,1764000000.0,611000000.0,,,,83451000000.0,207000000000.0,40546000000.0,,,6354000000.0,,7512000000.0,,133714000000.0,,2625000000.0,,,106215000000.0,16489000000.0,113000000.0,7539000000.0,9908000000.0,3841000000.0,10030000000.0,-237000000.0,6177000000.0,6882000000.0,,,,,,-28000000.0,3719000000.0,5146000000.0,20208000000.0,,,683000000.0,10143000000.0,,,,1168000000.0,,,104256000000.0,37472000000.0,23601000000.0,222000000.0,25808000000.0,-12000000.0,,210000000.0,2673000000.0,,,555000000.0,4910000000.0,195000000.0,2631000000.0,,,,1955000000.0,,,5105000000.0,7539000000.0,,,-53000000.0,-351000000.0,,,-26920000000.0,28167000000.0,0.2593907128068619,1.0112662013958125,0.20046968403074295,0.7406092871931381,0.060801787145181266
2013-12-28,Q1,3,29588000000.0,2266000000.0,13800000000.0,-306000000.0,,,525000000.0,,,,,225184000000.0,896072000.0,901452000.0,94000000.0,,14077000000.0,,,,8191000000.0,1368000000.0,1098000000.0,358000000.0,319000000.0,1195000000.0,,20559000000.0,,2769000000.0,13237000000.0,15824000000.0,1143000000.0,,80347000000.0,,,8357000000.0,1002000000.0,53769000000.0,,,26634000000.0,3742000000.0,14200000000.0,,,,,1253000000.0,,2144000000.0,,,,2739000000.0,14.59,14.5,129684000000.0,-7749000000.0,1599000000.0,,15488000000.0,1985000000.0,-67000000.0,,,,2022000000.0,,29288000000.0,6371000000.0,21846000000.0,,4105000000.0,,59000000.0,84000000.0,2122000000.0,-15103000000.0,427000000.0,,,95500000000.0,225184000000.0,40711000000.0,,,5556000000.0,,13072000000.0,,144837000000.0,,3071000000.0,,,118131000000.0,18306000000.0,246000000.0,10998000000.0,22670000000.0,4383000000.0,17463000000.0,165000000.0,6141000000.0,8574000000.0,,,,,,-5000000.0,3393000000.0,5091000000.0,21699000000.0,-97000000.0,,523000000.0,17709000000.0,,,,1330000000.0,,,109431000000.0,57594000000.0,35748000000.0,-53000000.0,48397000000.0,11000000.0,,-42000000.0,3053000000.0,,,681000000.0,5029000000.0,134000000.0,4637000000.0,,,,1985000000.0,,,5163000000.0,10998000000.0,,427000000.0,-525000000.0,-59000000.0,84000000.0,,-32292000000.0,50966000000.0,0.26184425998080074,1.0140869266449064,0.2269680869535021,0.7381557400191993,0.10079886493322229
2014-03-29,Q2,3,18914000000.0,2533000000.0,15286000000.0,-251000000.0,,,34000000.0,,,,,205989000000.0,874757000.0,879528000.0,88000000.0,,18949000000.0,,,,-10566000000.0,46000000.0,-4499000000.0,-293000000.0,-333000000.0,443000000.0,,,21496000000.0,2661000000.0,10278000000.0,15984000000.0,1403000000.0,,70541000000.0,,,8310000000.0,980000000.0,43208000000.0,,,22401000000.0,4014000000.0,9700000000.0,,,,,806000000.0,,1887000000.0,,,,2655000000.0,11.69,11.62,120179000000.0,,1385000000.0,3828000000.0,15120000000.0,1382000000.0,-19000000.0,,,,2055000000.0,6361000000.0,30406000000.0,,17947000000.0,100000000.0,3928000000.0,,104000000.0,85000000.0,1829000000.0,,410000000.0,,,85810000000.0,205989000000.0,41350000000.0,,,5313000000.0,,10223000000.0,,135448000000.0,,3164000000.0,,,109239000000.0,19471000000.0,225000000.0,6120000000.0,,4354000000.0,13593000000.0,55000000.0,5928000000.0,7528000000.0,,,,,,28000000.0,3005000000.0,5106000000.0,22476000000.0,-100000000.0,,444000000.0,13818000000.0,,,,1422000000.0,,,98934000000.0,45646000000.0,27699000000.0,196000000.0,41963000000.0,39000000.0,,235000000.0,2932000000.0,,,696000000.0,17971000000.0,207000000.0,3595000000.0,,,,1382000000.0,,,18178000000.0,6120000000.0,,410000000.0,-34000000.0,-104000000.0,85000000.0,,-26949000000.0,43483000000.0,0.26016789694601244,1.0165526373868903,0.22396266923717303,0.7398321030539875,0.08506477837226138
2014-06-28,Q3,3,20535000000.0,2805000000.0,16868000000.0,86000000.0,,,339000000.0,,,,,222520000000.0,6012635000.0,6051711000.0,86000000.0,,12977000000.0,,,,-156000000.0,-20000000.0,1087000000.0,-235000000.0,-917000000.0,-1214000000.0,2010000000.0,,22139000000.0,2867000000.0,8085000000.0,15264000000.0,1686000000.0,,67949000000.0,,,8396000000.0,1234000000.0,46205000000.0,,,24828000000.0,3884000000.0,10788000000.0,,,,,1095000000.0,,1946000000.0,,,,2830000000.0,1.29,1.28,120940000000.0,,1279000000.0,3667000000.0,17585000000.0,2378000000.0,51000000.0,,,,2374000000.0,6472000000.0,34453000000.0,,14735000000.0,100000000.0,3767000000.0,,53000000.0,100000000.0,1594000000.0,,439000000.0,,,101580000000.0,222520000000.0,37805000000.0,,,4242000000.0,,7748000000.0,,154571000000.0,,3058000000.0,,,126685000000.0,20159000000.0,202000000.0,6053000000.0,,4453000000.0,10282000000.0,337000000.0,5775000000.0,7825000000.0,,,,,,-30000000.0,3128000000.0,4160000000.0,23287000000.0,-137000000.0,,315000000.0,10484000000.0,,,,1603000000.0,,,98715000000.0,37432000000.0,22697000000.0,325000000.0,70302000000.0,32000000.0,,357000000.0,2850000000.0,,,724000000.0,5000000000.0,94000000.0,2736000000.0,,,,2378000000.0,,,5094000000.0,6053000000.0,,439000000.0,-339000000.0,-53000000.0,100000000.0,,-28152000000.0,73072000000.0,0.2609690957649752,1.019645983271737,0.2069886727933319,0.7390309042350248,0.06406482553332231
